//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
1264 - 1200 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//
1265 - 510 1312 1313 1314 5 1 60 15 MELEE -1 -1 AGRESSIVE
//
1267 - 510 1312 1313 1314 5 1 60 15 MELEE -1 -1 AGRESSIVE
//
1279 - 690 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//
1306 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//
1307 - 510 -1 -1 -1 7 1 60 69 MELEE -1 -1 PASSIVE
//
1308 - 510 -1 -1 -1 4 1 60 65 MELEE -1 -1 PASSIVE
//
1319 - 600 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//
1320 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1321 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1326 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//
1327 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//
1328 - 150 -1 -1 -1 4 1 60 25 MELEE -1 -1 PASSIVE
//
1329 - 250 -1 -1 -1 4 1 60 32 MELEE -1 -1 PASSIVE
//barrow brothers
1330 - 690 -1 -1 -1 4 1 60 69 MELEE -1 -1 AGRESSIVE
//dharok maxhit 300 + 380 at 0hp
1338 - 710 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//
1339 - 710 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//
1340 - 710 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//
1341 - 710 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Man - 2
1342 - 710 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Black Unicorn - 27
1343 - 710 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Man - 2
1351 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Man - 2
1352 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Woman - 2
1353 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Woman - 2
1354 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Woman - 2
1355 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Farmer - 7
1356 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Thief - 16
1367 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Guard - 21
1368 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Wizard - 9
1381 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Man - 2
1386 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Al-Kharid warrior - 9
1388 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//White Knight - 36
1389 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Paladin - 62
1390 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Hero - 69
1391 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Man - 2
1392 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Woman - 2
1401 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Guard - 20
1402 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Shipyard worker - 11
1403 - 50 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Shipyard worker - 11
1404 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Chicken - 1
1442 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Duck - 1
1443 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Rat - 1
1444 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Oomlie bird - 46
1445 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Hellhound - 122
1446 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//King Black Dragon - 276
1447 - 1330 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Frost dragon - 166
1456 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Baby blue dragon - 48
1457 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Red dragon - 152
1458 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Black dragon - 227
1459 - 1300 1402 1403 1404 5 1 60 144 MELEE -1 -1 AGRESSIVE
//Blue dragon - 111
1460 - 1300 1402 1403 1404 5 1 60 144 MELEE -1 -1 AGRESSIVE
//Shadow spider - 52
1466 - 900 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Giant spider - 2
1467 - 600 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Giant spider - 27
1472 - 1700 64 65 67 6 3 120 450 MAGE -1 -1 AGRESSIVE
//Spider - 1
1473 - 20 6249 6250 6251 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
1478 - 350 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Deadly red spider - 34
1532 - 500 -1 -1 -1 4 0 0 0 SPECIAL -1 -1 PASSIVE
//Ice spider - 61
1533 - 500 -1 -1 -1 4 4 0 0 SPECIAL -1 -1 PASSIVE
//Gnome - 1
1536 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Gnome - 1
1539 - 390 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Gnome - 1
1540 - 1000 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Zombie - 13
1549 - 300 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Zombie - 18
1556 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Zombie - 24
1558 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Zombie - 25
1560 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Giant bat - 21
1562 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Death wing - 83
1564 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Cow - 2
1565 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Lesser demon - 82
1575 - 950 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Greater demon - 92
1582 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Black demon - 172
1583 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Giant rat - 2
1584 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Giant rat - 6
1585 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Dungeon rat - 12
1586 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Skeleton - 22
1587 - 600 4652 4651 4653 7 4 30 110 MELEE -1 -1 AGRESSIVE
//Skeleton - 22
1588 - 600 4652 4651 4653 7 4 30 110 MELEE -1 -1 AGRESSIVE
//Skeleton - 22
1589 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Skeleton - 22
1590 - 1220 13158 13163 13159 5 1 60 123 SPECIAL -1 -1 AGRESSIVE
//
1591 - 1650 13158 13163 13159 5 1 60 203 SPECIAL -1 -1 AGRESSIVE
//
1592 - 2100 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//
1593 - 620 -1 -1 -1 5 1 60 68 MELEE -1 -1 AGRESSIVE
//Skeleton Mage - 16
1594 - 620 -1 -1 -1 5 1 60 68 MELEE -1 -1 AGRESSIVE
//Wolf - 64
1600 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Adolescent Wolf - 3
1601 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//White wolf - 38
1602 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Goblin - 2
1603 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Goblin - 5
1604 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Goblin - 13
1605 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Ghost - 19
1606 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Ghost - 19
1607 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Grizzly bear - 21
1608 - 970 9439 9441 9440 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Black bear - 19
1609 - 970 9439 9441 9440 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Scorpion - 14
1610 - 1050 9454 9455 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Poison Scorpion - 20
1611 - 100 9476 9478 9477 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Pit Scorpion - 28
1612 - 220 9449 9451 9450 5 1 60 29 MELEE -1 -1 PASSIVE
//Fire giant - 86
1613 - 1050 9487 9489 9488 5 1 60 119 MELEE -1 -1 PASSIVE
//Ice giant - 53
1614 - 600 9459 9461 9460 5 1 60 50 MELEE -1 -1 AGRESSIVE
//Moss giant - 42
1615 - 1500 1537 -1 1538 5 1 60 82 MELEE -1 -1 PASSIVE
//Jogre - 53
1616 - 750 260 261 264 5 1 60 59 MELEE -1 -1 PASSIVE
//Mogre - 60
1617 - 750 260 261 264 5 1 60 59 MELEE -1 -1 PASSIVE
//Ogre - 53
1618 - 1200 9130 9132 9131 5 1 60 59 MELEE -1 -1 PASSIVE
//Cyclops - 56
1619 - 1200 9434 9436 9435 5 1 60 59 MELEE -1 -1 PASSIVE
//Hill Giant - 28
1620 - 370 7762 7761 7763 5 1 60 51 MELEE -1 -1 PASSIVE
//dwarf
1621 - 370 7762 7761 7763 5 1 60 51 MELEE -1 -1 PASSIVE
//
1623 - 810 9471 9473 9472 5 1 60 97 MELEE -1 -1 PASSIVE
//Earth warrior - 51
1624 - 1050 1557 1555 1558 5 1 60 90 MELEE -1 -1 AGRESSIVE
//Ice warrior - 57
1626 - 790 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Otherworldly being - 64
1627 - 770 9481 9483 9486 5 1 60 97 MELEE -1 -1 PASSIVE
//Magic axe - 42
1628 - 760 9481 9483 9482 5 1 60 97 MELEE -1 -1 PASSIVE
//Monkey - 3
1629 - 800 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Poison spider - 64
1630 - 800 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Terrorbird - 28
1631 - 270 9506 9508 9507 4 1 60 41 MELEE -1 -1 PASSIVE
//Terrorbird - 28
1632 - 270 9506 9508 9507 4 1 60 41 MELEE -1 -1 PASSIVE
//Soulless - 18
1633 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//Big Wolf - 73
1634 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//Wolf - 25
1635 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//Jungle Wolf - 64
1636 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//King Scorpion - 32
1637 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Ice warrior - 57
1638 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Shadow warrior - 48
1639 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Gnome warrior - 23
1640 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Gnome warrior - 23
1641 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Gnome woman - 1
1642 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Gnome woman - 1
1643 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Man - 2
1644 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Dark wizard - 20
1645 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Invrigar the Necromancer - 20
1646 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Dark wizard - 7
1647 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Mugger - 6
1648 - 200 9125 9127 9126 5 2 60 60 MELEE -1 -1 PASSIVE
//Black Knight - 33
1676 - 1000 1626 1627 1628 5 3 60 20 MELEE -1 -1 PASSIVE
//Black Knight - 33
1677 - 1000 1616 1617 1618 5 3 60 20 MELEE -1 -1 PASSIVE
//Highwayman - 5
1678 - 1000 1612 1613 1611 5 2 60 20 MELEE -1 -1 PASSIVE
//Chaos druid - 13
1681 - 1200 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Pirate - 23
1691 - 80 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Pirate - 23
1692 - 300 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Pirate - 26
1698 - 510 -1 -1 -1 5 1 60 74 MELEE -1 -1 PASSIVE
//Rogue - 15
1710 - 150 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 22
1711 - 200 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 17
1712 - 300 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 45
1751 - 340 1010 1012 1013 4 1 60 30 MELEE -1 -1 PASSIVE
//Chaos druid warrior - 37
1752 - 370 6790 6792 6791 4 1 60 30 MELEE -1 -1 PASSIVE
//Jailer - 47
1757 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Black Heather - 34
1758 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Donny the Lad - 34
1760 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Speedy Keith - 34
1767 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Salarin the Twisted - 70
1769 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Black Knight Titan - 120
1770 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Monk - 5
1771 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dungeon rat - 12
1772 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Renegade Knight - 37
1773 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Thrantax the Mighty - 92
1774 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Sir Mordred - 39
1775 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Khazard Guard - 23
1776 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Khazard Guard - 23
1795 - 400 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Bouncer - 137
1796 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Guardian of Armadyl - 45
1797 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Fire Warrior of Lesarkus - 84
1802 - 600 -1 -1 -1 4 1 60 260 MELEE -1 -1 AGRESSIVE
//Monk - 3
1812 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Thief - 14
1813 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Guard - 21
1814 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Guard - 21
1815 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Guard - 21
1816 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Guard - 21
1817 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Ogre - 58
1822 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Cow - 2
1823 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Bat - 6
1824 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Goblin - 5
1825 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Goblin - 5
1827 - 1050 -1 -1 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Giant rat - 3
1828 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 PASSIVE
//Jail guard - 26
1829 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Jail guard - 26
1831 - 230 -1 -1 -1 5 1 60 27 MELEE -1 -1 PASSIVE
//Jail guard - 26
1832 - 50 -1 -1 -1 5 1 60 10 MELEE -1 -1 PASSIVE
//Skeleton warlock - 11
1851 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Khazard trooper - 19
1852 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Khazard warlord - 112
1854 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Ghost - 24
1855 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Grave scorpion - 12
1857 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Undead one - 68
1858 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Undead one - 68
1874 - 60 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Undead one - 73
1885 - 500 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Nazastarool - 91
1904 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Nazastarool - 68
1905 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Nazastarool - 93
1906 - 750 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Fortress guard - 20
1913 - 1300 -1 -1 -1 4 1 60 240 MELEE -1 -1 AGRESSIVE
//Jonny the beard - 2
1914 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Chronozon - 170
1915 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Black demon - 172
1931 - 650 428 424 836 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Tower Archer - 19
1936 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Tower Archer - 34
1938 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Tower Archer - 49
1940 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Tower Archer - 64
1941 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Imp - 2
1951 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Imp - 3
1952 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Angry barbarian spirit - 166
1953 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Enraged barbarian spirit - 166
1954 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Berserk barbarian spirit - 166
1955 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ferocious barbarian spirit - 166
1956 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Melzar the Mad - 43
1973 - 790 -1 -1 -1 5 1 40 70 MELEE -1 -1 AGRESSIVE
//Glophren - 100
1976 - 580 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Ice Queen - 111
1977 - 1300 -1 -1 -1 4 1 60 360 MELEE -1 -1 AGRESSIVE
//Pirate Guard - 19
1991 - 800 -1 -1 -1 4 1 60 90 MAGE -1 -1 AGRESSIVE
//Rowdy slave - 10
1993 - 630 -1 -1 -1 6 1 60 60 MELEE -1 -1 AGRESSIVE
//Shantay Guard - 22
1994 - 270 -1 -1 -1 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Desert Wolf - 27
1995 - 270 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE
//Ugthanki - 42
1997 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Possessed pickaxe - 50
2001 - 250 -1 -1 -1 2 1 60 20 MELEE -1 -1 AGRESSIVE
//Ogre chieftain - 81
2015 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Gorad - 68
2016 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Enclave guard - 83
2017 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Colonel Radick - 38
2018 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Delrith - 27
2019 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//DT Delrith
2025 - 1050 14223 2079 7197 4 3 0 200 MAGE 2741 2735 AGRESSIVE
//Clivet - 13
2026 - 1000 2067 2063 7197 3 3 0 300 MELEE -1 -1 AGRESSIVE
//Hazeel Cultist - 13
2027 - 1000 2080 2063 7197 4 3 0 240 MELEE -1 -1 AGRESSIVE
//Battle mage - 54
2028 - 1000 2075 424 7197 6 3 0 207 RANGE -1 27 AGRESSIVE
//Battle mage - 54
2029 - 1000 2068 2063 7197 3 1 60 230 MELEE -1 -1 AGRESSIVE
//Battle mage - 54
2030 - 1000 2067 2063 7197 4 3 60 240 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
2031 - 440 2070 2072 2073 2 1 60 70 MELEE -1 -1 AGRESSIVE
//Jungle savage - 90
2032 - 350 240 241 243 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Nezikchened - 187
2033 - 700 14859 14861 14860 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Ranalph Devere - 92
2034 - 600 6249 6250 6251 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Green dragon - 79
2035 - 800 5327 5328 5329 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Giant rat - 3
2036 - 810 12632 5489 5491 5 1 50 90 MELEE -1 -1 AGRESSIVE
//Sir Jerro - 62
2037 - 810 5485 5489 5491 5 1 50 90 MELEE -1 -1 AGRESSIVE
//Sir Carl - 62
2044 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Sir Harry - 62
2045 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Kalrag - 89
2046 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Othainian - 91
2047 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Doomion - 91
2048 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Holthion - 91
2049 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Disciple of Iban - 13
2050 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Spider - 1
2051 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Zamorak wizard - 65
2052 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Poison spider - 31
2053 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Chicken - 1
2054 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Rooster - 3
2055 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Fire elemental - 35
2056 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Earth elemental - 35
2057 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Air elemental - 34
2058 - 900 -1 -1 -1 6 1 60 170 MELEE -1 -1 AGRESSIVE
//Water elemental - 34
2060 - 2500 11458 11459 11457 5 2 -1 350 MELEE -1 -1 AGRESSIVE
//Monk of Zamorak - 22
2073 - 270 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 17
2074 - 260 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 30
2091 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Ghast - 30
2134 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Ocga - 5
2135 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Penda - 5
2136 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Hygd - 4
2236 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Ceolburg - 4
2245 - 220 393 420 836 6 1 60 33 MELEE -1 -1 PASSIVE
//White Knight - 36
2246 - 220 428 424 836 6 1 60 33 MELEE -1 -1 PASSIVE
//Rock - 157
2247 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Stick - 141
2248 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Pee Hat - 91
2249 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Kraka - 91
2250 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Troll spectator - 71
2251 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Troll spectator - 71
2256 - 660 -1 -1 -1 5 1 60 89 MELEE -1 -1 PASSIVE
//Troll spectator - 71
2263 - 100 -1 -1 -1 3 1 60 21 MELEE -1 -1 AGRESSIVE
//Troll spectator - 71
2264 - 500 -1 -1 -1 5 1 60 111 MELEE -1 -1 AGRESSIVE
//Troll spectator - 71
2265 - 950 -1 -1 -1 6 1 60 131 MELEE -1 -1 AGRESSIVE
//Troll spectator - 71
2274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Troll spectator - 71
2275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dad - 101
2276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Berry - 71
2277 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Berry - 71
2278 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Mountain troll - 71
2279 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Kalphite Worker - 28
2280 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Kalphite Soldier - 85
2281 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Kalphite Guardian - 141
2285 - 210 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Kalphite Worker - 28
2310 - 69 -1 -1 -1 4 1 60 11 MELEE -1 -1 PASSIVE
